query,vehicle,AP,first_correct_rank,box_area,brightness,n_positives,has_twin,sim_best_true,sim_best_wrong,best_true,clean_top5
00a6d0a912e544518caa247a461a2391,431,0.625,1,163278,97.11642113095238,2,True,0.39652607,0.4284603,6f631152109349c58f2f3bfadb69a87c,2c532fd800dc4fcf96651c0ce0cc07ed|bf6461076aea41bdaa1306e14ed7a8dd|217dc224802e4ddcb45cd42e065f23a6|de71dc0548c84058a6a1ba4b3138a31b|3d402a6091df40e78314d46d7db7a439
4b1e609c95964182924784a23cd3df2a,431,0.625,1,161784,110.0169616519174,2,True,0.42730394,0.468844,2c532fd800dc4fcf96651c0ce0cc07ed,2c532fd800dc4fcf96651c0ce0cc07ed|bf6461076aea41bdaa1306e14ed7a8dd|217dc224802e4ddcb45cd42e065f23a6|de71dc0548c84058a6a1ba4b3138a31b|3d402a6091df40e78314d46d7db7a439
a8ce12a245384477a45b5f55c23e877f,431,0.08333333333333333,6,360159,36.60384270334928,2,True,0.37379092,0.37889788,0b18f806cde7476eb5930175aaa23579,deebc808e91c4b8ca613de78eed1e420|831e27a1b7bb4758b655b2e292ac91fc|b967a2746db94a47b8ad39c00311145e|e1c0c9826bfd41f59c2ad6309e7c4fa0|aeea3a385c8a4186a0bba296d4b42db9
73c6608e69084b629f6284cfeedc1683,431,0.25,2,225126,87.52569090136055,2,True,0.35939038,0.41452035,0b18f806cde7476eb5930175aaa23579,de71dc0548c84058a6a1ba4b3138a31b|0b18f806cde7476eb5930175aaa23579|bf6461076aea41bdaa1306e14ed7a8dd|217dc224802e4ddcb45cd42e065f23a6|3d402a6091df40e78314d46d7db7a439
b3cff8e5ba8043d48153c3d3aaa1e5d9,431,0.1,5,361340,39.056361607142854,2,True,0.4277503,0.39959037,0b18f806cde7476eb5930175aaa23579,deebc808e91c4b8ca613de78eed1e420|831e27a1b7bb4758b655b2e292ac91fc|b967a2746db94a47b8ad39c00311145e|e1c0c9826bfd41f59c2ad6309e7c4fa0|0b18f806cde7476eb5930175aaa23579
b663d04cbba1459e91f485521d7b9582,1527,1.0,1,202948,103.4226678696413,1,True,0.4557508,0.42550677,d7a43b23e3144a2abf6d6ad8ed983156,d7a43b23e3144a2abf6d6ad8ed983156|1c315996f08640f29f7a42976bed130c|cc722089ba4a40edb13eeeebfdbf2001|d8db2b13b3d4457197e4afccb9e87859|e90c4afb96aa49d9becc8f43103c96c7
542fa4f51dda476bad6b0f77cdf03be3,1527,1.0,1,468528,82.47917861238533,1,True,0.4632471,0.30209082,3d37812f45754ac8ba8bd0683fb87f91,3d37812f45754ac8ba8bd0683fb87f91|aab87e0ce41b44d3bbbc800c6afb228f|e2e37fe3b48d4ad398912c5679f75e45|f979aac10d444b1ca119529922e149fd|1c315996f08640f29f7a42976bed130c
3b54aa0d64dc4176be41316a7a81db57,1527,1.0,1,470862,87.52330669710807,1,True,0.45579672,0.29902905,3d37812f45754ac8ba8bd0683fb87f91,3d37812f45754ac8ba8bd0683fb87f91|aab87e0ce41b44d3bbbc800c6afb228f|e2e37fe3b48d4ad398912c5679f75e45|f979aac10d444b1ca119529922e149fd|1c315996f08640f29f7a42976bed130c
16cd485fc18a4ea2a1055b34b03f4d52,1527,1.0,1,201600,108.46311218368237,1,True,0.4372731,0.44839996,d7a43b23e3144a2abf6d6ad8ed983156,d7a43b23e3144a2abf6d6ad8ed983156|d8db2b13b3d4457197e4afccb9e87859|cc722089ba4a40edb13eeeebfdbf2001|1c315996f08640f29f7a42976bed130c|e90c4afb96aa49d9becc8f43103c96c7
9bc3be73861e4ed3915f0f3e16226332,1294,1.0,1,298747,60.3696764380531,1,True,0.5887778,0.36200312,11eddc1c3c3741688332c6c9a65bb4e1,11eddc1c3c3741688332c6c9a65bb4e1|94945598ed5d4204be76594b932b1695|509c9df9dfcb4509a5676437750ce388|8eae3742430444be93b88b710a06e49e|5c82302d33b54091b703ac1e159fc00c
697d7f3c8f0f4677929e67f0a807a61c,1294,1.0,1,466036,93.36446911549707,1,True,0.59574175,0.34925994,b64f22beda0c4785ab30d227b3790794,b64f22beda0c4785ab30d227b3790794|94945598ed5d4204be76594b932b1695|5c82302d33b54091b703ac1e159fc00c|509c9df9dfcb4509a5676437750ce388|4527dd2038b549d9b52e068035017204
feb1a25607784aa582f65f04cb2710ea,1294,1.0,1,291330,46.589815069750365,1,True,0.5759621,0.36440375,11eddc1c3c3741688332c6c9a65bb4e1,11eddc1c3c3741688332c6c9a65bb4e1|94945598ed5d4204be76594b932b1695|509c9df9dfcb4509a5676437750ce388|5c82302d33b54091b703ac1e159fc00c|8eae3742430444be93b88b710a06e49e
f0f5bfc8bed2436cb84085f5be9741c1,644,1.0,1,230601,86.29363326149425,1,True,0.59897304,0.43153727,ccfca0c44ba54925b5c3c74368ac1fea,ccfca0c44ba54925b5c3c74368ac1fea|c1dd48950f94437ca5785b02bcb7ab75|78aaf09f86734dbca23a1f7ff73d6dc2|cd633c5328fa44c98c4a6ba344c47984|6b95c9c8fd354c3fb75db759b4f0fd46
1fb0165105094775ac45c1a4ce177ea2,644,1.0,1,279276,99.82004343480935,1,True,0.5830778,0.58151644,50c1e256a5e441cd9165d61398e4cd01,50c1e256a5e441cd9165d61398e4cd01|78aaf09f86734dbca23a1f7ff73d6dc2|c1dd48950f94437ca5785b02bcb7ab75|6b2aa378d6074e82ab35cd6c1e7148ab|cd633c5328fa44c98c4a6ba344c47984
5f8db1728da8415f90a51f619930f395,644,1.0,1,230601,80.88072916666667,1,True,0.56869614,0.42394903,ccfca0c44ba54925b5c3c74368ac1fea,ccfca0c44ba54925b5c3c74368ac1fea|c1dd48950f94437ca5785b02bcb7ab75|78aaf09f86734dbca23a1f7ff73d6dc2|cd633c5328fa44c98c4a6ba344c47984|6b95c9c8fd354c3fb75db759b4f0fd46
adf6f6bff3444b96ab5d7091b4ef68d0,644,1.0,1,278018,102.18740354938272,1,True,0.5668142,0.6041583,50c1e256a5e441cd9165d61398e4cd01,50c1e256a5e441cd9165d61398e4cd01|78aaf09f86734dbca23a1f7ff73d6dc2|c1dd48950f94437ca5785b02bcb7ab75|ecec80efbd9e42b9bb4c319d942a0dfe|cd633c5328fa44c98c4a6ba344c47984
5a6fa180f5b2416f9910a013bdacc70d,716,1.0,1,327120,150.4056425938338,1,True,0.72246885,0.3734028,a899a311333c48de8bad891dd4be1c06,a899a311333c48de8bad891dd4be1c06|5f9e6738afc84b8496d5afef2a1986cc|b70f0a39763749a199c22c426ff10328|800f03870dac489993d2e7d84827f52c|3d1b6eb30050477f9371d6531dd97d04
044c4c3f4b5e44949ec8aa74f3d56e70,716,1.0,1,402896,136.35847621681415,1,True,0.7638001,0.25836995,afdfa63089eb495db14af90f27749d11,afdfa63089eb495db14af90f27749d11|381e5df5f54a4489a6eb01d248d70c99|db4a53e44a4b4f03af9ec0b1ecbf4c84|5f9e6738afc84b8496d5afef2a1986cc|944dbf53512c45eda5381d04c1edb725
0033f099095846a4a614bab9d263f164,716,1.0,1,328280,151.34578472222222,1,True,0.7211317,0.3879367,a899a311333c48de8bad891dd4be1c06,a899a311333c48de8bad891dd4be1c06|5f9e6738afc84b8496d5afef2a1986cc|381e5df5f54a4489a6eb01d248d70c99|b70f0a39763749a199c22c426ff10328|800f03870dac489993d2e7d84827f52c
c0ce584bdc8e44c29ce8e24e23db5195,716,1.0,1,401968,137.54560789800996,1,True,0.7640486,0.24059084,afdfa63089eb495db14af90f27749d11,afdfa63089eb495db14af90f27749d11|381e5df5f54a4489a6eb01d248d70c99|db4a53e44a4b4f03af9ec0b1ecbf4c84|944dbf53512c45eda5381d04c1edb725|5f9e6738afc84b8496d5afef2a1986cc
f6c6d6f6ad99417db60ed26dee7d53e6,135,1.0,1,300080,122.79100529100529,1,True,0.475577,0.18032658,c624d1e2d34b4635bc9b0f5730bae694,c624d1e2d34b4635bc9b0f5730bae694|e90a5fce539e49ef8c39d2bb561f860f|3a7959c266094a82835b0bef9f2a3f25|1624cb91f1934980873eab694467068e|dc79a91c8e234d62b44ffefca966ee74
d58bc14180aa461982279707f888dc53,135,1.0,1,295240,117.45943380376345,1,True,0.5118539,0.21414721,c624d1e2d34b4635bc9b0f5730bae694,c624d1e2d34b4635bc9b0f5730bae694|e90a5fce539e49ef8c39d2bb561f860f|3a7959c266094a82835b0bef9f2a3f25|1624cb91f1934980873eab694467068e|dc79a91c8e234d62b44ffefca966ee74
e695f5882aef4fd5b2f0477b657aa4f1,135,1.0,1,210080,97.95872657997762,1,True,0.518173,0.2826934,5e553240676d4d238c48ded9ba3ff19c,5e553240676d4d238c48ded9ba3ff19c|e90a5fce539e49ef8c39d2bb561f860f|3a7959c266094a82835b0bef9f2a3f25|f0fb7abab5ee4c979b0596d394fa3169|1624cb91f1934980873eab694467068e
1f3978ad57d64ad4bf2e80c85af7b33a,1037,1.0,1,200400,148.1592019543974,1,True,0.46328193,0.2569503,84f3af21cd0c46d6b703f72279d0b7cf,84f3af21cd0c46d6b703f72279d0b7cf|b1030aea30f043c3b1e429d1c56d39fb|5851eb22f6104ec3824595cfd7e84454|715d426f883e42409e42f5dfcf8fe259|ba4a1f2d55584ae8941ea89c13576890
3581b62199424801815bcebfc321cb1d,1037,1.0,1,183393,151.43508771929825,1,True,0.46314275,0.36954457,84f3af21cd0c46d6b703f72279d0b7cf,84f3af21cd0c46d6b703f72279d0b7cf|b1030aea30f043c3b1e429d1c56d39fb|aa3e6673999146b9ae569c3a1a0d1827|ba4a1f2d55584ae8941ea89c13576890|5e65c6dacf3d406db869a2c735160040
a8a19d89c17540e0a90ecb5195cc66d0,1037,1.0,1,274104,141.82103587962962,1,True,0.5241864,0.2903859,fc1c73e86c63469b8fedd158425af6fc,fc1c73e86c63469b8fedd158425af6fc|aa3e6673999146b9ae569c3a1a0d1827|b1030aea30f043c3b1e429d1c56d39fb|4dd03d16715a49d98fce909b629115fe|4a8d31a0408546078a25a63ae9e6683d
a3d5fb12cc0e4f27a9beef173a6bee22,1037,1.0,1,227556,154.71298589939025,1,True,0.44477406,0.37886703,fc1c73e86c63469b8fedd158425af6fc,fc1c73e86c63469b8fedd158425af6fc|aa3e6673999146b9ae569c3a1a0d1827|dd5e019e2ad64150a649ddef1038d05d|dbd9cd0d56814b379ee4dfa211e22217|b455e18376a74a1cbdda2063d3473d29
2bc8e848105a47f590ecbf63e19377b9,777,0.8055555555555555,1,456536,74.2357511148272,3,True,0.6489795,0.3776992,52f00a62345f4958949b739382687f91,52f00a62345f4958949b739382687f91|99e28c0051424e6daa44834b0ecac4ab|920cac75d9a341b194d616ddc262443f|467e768e888047cfb4bbb030d2aa81d4|5ab52bb6a33e4c45a8e4b21060110a8d
9968341b62de45039c908dfcfdc5962f,777,0.6333333333333333,1,312975,97.67056178774929,3,True,0.5836108,0.5566234,920cac75d9a341b194d616ddc262443f,920cac75d9a341b194d616ddc262443f|ac6eb8be0d84449a8d926b147a9fe276|856a3fa4b1de48aca952bf70db8b03fb|113b5d350d5e4d40b099be5884f5ffdf|2c33cc0e7f7c4e9ab6f41113da171e95
930497021e784d8ebd46c82e1ffcce99,777,0.6333333333333333,1,301740,109.72442336309524,3,True,0.58669406,0.50481105,920cac75d9a341b194d616ddc262443f,920cac75d9a341b194d616ddc262443f|ac6eb8be0d84449a8d926b147a9fe276|856a3fa4b1de48aca952bf70db8b03fb|113b5d350d5e4d40b099be5884f5ffdf|2c33cc0e7f7c4e9ab6f41113da171e95
8ca77463c563463bbac5a21856571d98,777,0.8055555555555555,1,267868,65.92763573232324,3,True,0.61500883,0.35360968,2c33cc0e7f7c4e9ab6f41113da171e95,2c33cc0e7f7c4e9ab6f41113da171e95|99e28c0051424e6daa44834b0ecac4ab|920cac75d9a341b194d616ddc262443f|467e768e888047cfb4bbb030d2aa81d4|489cd2409ab241d3a241a5638ddee214
2a9e00c44e3d463991cde177ffd083a5,692,1.0,1,504292,94.31641179078014,1,True,0.7000482,0.33428994,dfefb591df2b48b98813a73f4f6ed738,dfefb591df2b48b98813a73f4f6ed738|5435b42467f54fe0a00df76c745d2dc6|c842dfe7724e4bb8b99f68a7906bcf91|152dcd53af3b4288b177e95d1070844d|2e150e699d0b4ab5976bd9a76fdac68f
eeaaa5ac03324f7d833862f90da0b908,692,1.0,1,306405,57.231940485884905,1,True,0.7226603,0.3404373,1aa9d0185c7e47c88f8b55c69888488a,1aa9d0185c7e47c88f8b55c69888488a|2110cddae6a442dda993c55a12921e3b|a39686ca19aa487d8c14d1fcfffbc84b|265b6257356c4a00b65203f528a8b979|3eb16aaa29f043c08ae5b54dee7d9725
56dfc41ba1204b8480deac5d9963b578,692,1.0,1,305660,51.55513148907104,1,True,0.7213851,0.25116536,1aa9d0185c7e47c88f8b55c69888488a,1aa9d0185c7e47c88f8b55c69888488a|a39686ca19aa487d8c14d1fcfffbc84b|2110cddae6a442dda993c55a12921e3b|265b6257356c4a00b65203f528a8b979|c842dfe7724e4bb8b99f68a7906bcf91
7115790144ca4bcaa0e1ae0ca9f94b7d,772,1.0,1,422059,96.0941333912037,1,True,0.65528846,0.4103595,c436257a9faf47c2bf040a7a43ef0461,c436257a9faf47c2bf040a7a43ef0461|1354009a8f394c7aac138b8ffc0da424|218cd0cdcb674f54be95b5dda7408158|bf698497c4ce4d5683fc5947af7a706a|53ba664556c24ad2b8ec64bfe5ded724
5bacd2be5cab418c80641d5dc22abcc9,772,1.0,1,383910,98.03154376270325,1,True,0.58481455,0.43995646,c436257a9faf47c2bf040a7a43ef0461,c436257a9faf47c2bf040a7a43ef0461|bf698497c4ce4d5683fc5947af7a706a|1354009a8f394c7aac138b8ffc0da424|d1d837cf754845dda44ccbef44ea3541|218cd0cdcb674f54be95b5dda7408158
9546f0392bef4dd8b48f43e08afe16f5,772,1.0,1,198260,122.29309172453704,1,True,0.5973978,0.36694664,0b264e6c4f5f485fbb4a6d155e19d20b,0b264e6c4f5f485fbb4a6d155e19d20b|218cd0cdcb674f54be95b5dda7408158|1354009a8f394c7aac138b8ffc0da424|6e936b41389147c88f484bc58a982b8a|cc244c4d72d946f3ac5a25e3fef14316
331a99f0323d484bb4a7e5d74cfd4774,772,1.0,1,198260,128.2144820601852,1,True,0.6148533,0.37864292,0b264e6c4f5f485fbb4a6d155e19d20b,0b264e6c4f5f485fbb4a6d155e19d20b|218cd0cdcb674f54be95b5dda7408158|1354009a8f394c7aac138b8ffc0da424|53ba664556c24ad2b8ec64bfe5ded724|bf698497c4ce4d5683fc5947af7a706a
819fe9b785304f53a742cde7ef7dbd0e,1156,1.0,1,234500,139.0495804398148,1,True,0.58512896,0.2552859,765a3219d834419cbe7179e6da1288b3,765a3219d834419cbe7179e6da1288b3|0987c57c7c9741849c4a18d71fecd395|fd8303ddca7a4342afed1b21ba82d65b|2bae42c456274091896d9b9f7b2c52b8|6e4f5f87a1fe4b55b0656a2630e9b9b4
aa8e141b394e480986b8ca9421dc43f3,1156,1.0,1,318071,140.84406084217505,1,True,0.63027436,0.33412766,22d2aaaf38444817a5a04fbb497d0c66,22d2aaaf38444817a5a04fbb497d0c66|2bae42c456274091896d9b9f7b2c52b8|0987c57c7c9741849c4a18d71fecd395|fd8303ddca7a4342afed1b21ba82d65b|f9e088ead6a546959515c3f5da9789a7
345437a866f3420abcef332d6c21250f,1156,1.0,1,366240,134.80842356889565,1,True,0.52286226,0.29989198,22d2aaaf38444817a5a04fbb497d0c66,22d2aaaf38444817a5a04fbb497d0c66|2bae42c456274091896d9b9f7b2c52b8|684ac61449314f84b3e9ccf147f6b1bc|e2a7145a17094ca8b32206f00e35cca3|f9e088ead6a546959515c3f5da9789a7
a520c3a3f25447e181b9ef6a49f918eb,1156,1.0,1,230175,139.25814433287167,1,True,0.58454025,0.24535327,765a3219d834419cbe7179e6da1288b3,765a3219d834419cbe7179e6da1288b3|0987c57c7c9741849c4a18d71fecd395|fd8303ddca7a4342afed1b21ba82d65b|2bae42c456274091896d9b9f7b2c52b8|684ac61449314f84b3e9ccf147f6b1bc
811019c40a204fe2b12e2c13868e198f,674,0.25,4,320128,94.45424497377623,1,True,0.46007994,0.74672973,13298d7fb36a42b18593b7d472856de4,fb9e353ede214bdaa1b70fe77d081db9|167852b9df1e407880f518160d329303|3c3022f7cea84b74ac4e085a37f2b4a3|13298d7fb36a42b18593b7d472856de4|ba8a425eb0a54c828ae20e3392809805
76585e4fcbc24fe6b816ad2dc7899ec7,674,0.16666666666666666,6,404740,66.03606376262626,1,True,0.48734593,0.64761937,8e83da66e28f4faa87a994caebd10730,3c3022f7cea84b74ac4e085a37f2b4a3|a483211857ce4ce8928ee6dc66cff7db|804fe0590cc34e68a0ea44f33c1f976e|fb9e353ede214bdaa1b70fe77d081db9|167852b9df1e407880f518160d329303
731e95530d334d8ba6fc16ba579d9379,674,0.25,4,327523,90.8941720545977,1,True,0.5239927,0.74076396,13298d7fb36a42b18593b7d472856de4,fb9e353ede214bdaa1b70fe77d081db9|167852b9df1e407880f518160d329303|3c3022f7cea84b74ac4e085a37f2b4a3|13298d7fb36a42b18593b7d472856de4|ba8a425eb0a54c828ae20e3392809805
09e6f63b419441f7a2e1402728ba139a,674,0.16666666666666666,6,393759,81.07898327464788,1,True,0.28673548,0.45377,8e83da66e28f4faa87a994caebd10730,a483211857ce4ce8928ee6dc66cff7db|3c3022f7cea84b74ac4e085a37f2b4a3|804fe0590cc34e68a0ea44f33c1f976e|fb9e353ede214bdaa1b70fe77d081db9|167852b9df1e407880f518160d329303
4270fbbeccc74a149436d1636723dfe2,322,1.0,1,438725,90.57341226931949,2,True,0.56696475,0.28757036,aa3e6673999146b9ae569c3a1a0d1827,4a8d31a0408546078a25a63ae9e6683d|aa3e6673999146b9ae569c3a1a0d1827|265b6257356c4a00b65203f528a8b979|61d260752f724f50b8ac73645d821c3a|2110cddae6a442dda993c55a12921e3b
1b5de61979b14aeda72e4a7313f093e5,322,1.0,1,244420,147.70256551106772,2,True,0.58988774,0.22321111,dd5e019e2ad64150a649ddef1038d05d,dd5e019e2ad64150a649ddef1038d05d|4a8d31a0408546078a25a63ae9e6683d|b1f8016a14154795b748690ab650f8fd|2110cddae6a442dda993c55a12921e3b|265b6257356c4a00b65203f528a8b979
06c0ee92251740bab2d4b7d0fb635a4d,322,1.0,1,254374,105.9970949074074,2,True,0.5452491,0.44785005,dd5e019e2ad64150a649ddef1038d05d,dd5e019e2ad64150a649ddef1038d05d|aa3e6673999146b9ae569c3a1a0d1827|265b6257356c4a00b65203f528a8b979|2110cddae6a442dda993c55a12921e3b|2f8eb75ad722467b84ba20d5e4a5fbef
2d324daf45744bcd896173a23f795d9d,1397,0.125,8,233264,149.03562029033688,1,True,0.41869876,0.72880316,d8be0ac50753457486fe1432870f1acf,2175c291ccdc4b8196a62be92771a976|2ed72c56e5014e6a9f480ac4714427f5|534538c89b6c4695aa0153521db26fef|b1ea10c9e6b04cca88b7775b87f0b6e0|9d1ed6a602094dfca83312b6c2beeb09
2288c5679a7d41cbb06a555a56f7b476,1397,0.2,5,553641,50.54068414224664,1,True,0.43881592,0.50462323,32fde174f61a44fc891f6396a9e260cc,2175c291ccdc4b8196a62be92771a976|9d1ed6a602094dfca83312b6c2beeb09|534538c89b6c4695aa0153521db26fef|b1ea10c9e6b04cca88b7775b87f0b6e0|32fde174f61a44fc891f6396a9e260cc
a1241dffe9b84ff3bfca49cfd6b1526c,1397,0.125,8,229440,146.12744737129145,1,True,0.44725594,0.7188281,d8be0ac50753457486fe1432870f1acf,2175c291ccdc4b8196a62be92771a976|2ed72c56e5014e6a9f480ac4714427f5|534538c89b6c4695aa0153521db26fef|b1ea10c9e6b04cca88b7775b87f0b6e0|9d1ed6a602094dfca83312b6c2beeb09
03005e950406431f9a8f6f30bb0b0c68,1397,0.2,5,552240,54.65732626076261,1,True,0.4120556,0.12936407,32fde174f61a44fc891f6396a9e260cc,74045bd0093a4586bf4a7a843c7a9c2d|2175c291ccdc4b8196a62be92771a976|9d1ed6a602094dfca83312b6c2beeb09|534538c89b6c4695aa0153521db26fef|32fde174f61a44fc891f6396a9e260cc
88d93b0a18f84f26b4c9f58c58751dc9,1465,1.0,1,224082,31.136407103825135,1,True,0.4423881,0.25342363,3fdc43ae9a3d40e5980bca67f16e66fe,3fdc43ae9a3d40e5980bca67f16e66fe|9cf589fd83cd444d9e124512d09383be|2e0a7baaa678405fbd3fe75e007cad8d|ba8a425eb0a54c828ae20e3392809805|25f0002a7c044a348085dd82be8261e4
821c4e19a07a479ca17ea2da85d5db6f,1465,1.0,1,406557,43.92945567507418,1,True,0.35388112,0.22203097,3fdc43ae9a3d40e5980bca67f16e66fe,3fdc43ae9a3d40e5980bca67f16e66fe|2e0a7baaa678405fbd3fe75e007cad8d|b0ed62b1e060407a8626082c4b12d3fd|7abb2ca8bc48441e8aedf1e6965ddb18|92d74f2d96a34166ac2cf22a68d97793
dd6483b072ec4210a6ee764d41e299b4,1273,0.24285714285714285,5,283328,52.265208687641724,2,True,0.36822945,0.3967636,a98f899bae1b4eaba6b3c11bacd5b3df,c49df913cb1c4b24b6a7c3d90ebfd915|905a2521dd53412588b3cea25ffa7a9a|f0172286a95f4254b3e45aceacfa9340|6a35037133914287968b107fca93a80b|a98f899bae1b4eaba6b3c11bacd5b3df
f12e44661e0243b9baff2540bb461546,1273,0.6666666666666666,1,559344,39.274419398907106,2,True,0.38259482,0.40525588,ff7c503e9b4f43819f4d712a2da0a078,ff7c503e9b4f43819f4d712a2da0a078|f0172286a95f4254b3e45aceacfa9340|c17f3a980ce64e2ca63f77f98ce18343|52eaf996c73445fcafbfa0a954ca7f2b|6a35037133914287968b107fca93a80b
b673223b7f3e4d18a6d7e7b70f1e6cf5,1273,0.6666666666666666,1,370305,77.73302523474179,2,True,0.4265704,0.29347357,ff7c503e9b4f43819f4d712a2da0a078,ff7c503e9b4f43819f4d712a2da0a078|f0172286a95f4254b3e45aceacfa9340|6a35037133914287968b107fca93a80b|c49df913cb1c4b24b6a7c3d90ebfd915|905a2521dd53412588b3cea25ffa7a9a
da26bf5dc8b14238adec3af7cc454abd,1273,0.2777777777777778,3,282720,50.204958545918366,2,True,0.41612503,0.4024845,a98f899bae1b4eaba6b3c11bacd5b3df,c49df913cb1c4b24b6a7c3d90ebfd915|905a2521dd53412588b3cea25ffa7a9a|a98f899bae1b4eaba6b3c11bacd5b3df|f0172286a95f4254b3e45aceacfa9340|6a35037133914287968b107fca93a80b
0cff820aeccf4b8ebb1c976925c10290,1273,0.6428571428571428,1,556764,40.568670742753625,2,True,0.3764881,0.37764192,ff7c503e9b4f43819f4d712a2da0a078,ff7c503e9b4f43819f4d712a2da0a078|f0172286a95f4254b3e45aceacfa9340|c17f3a980ce64e2ca63f77f98ce18343|52eaf996c73445fcafbfa0a954ca7f2b|6a35037133914287968b107fca93a80b
7ee70bb18a5c461f8b082fdb6818f464,422,0.0,99,437145,99.84374114229026,1,True,0.37580678,0.72920436,f103a492918d427eab3b9f5ad0caa323,856a3fa4b1de48aca952bf70db8b03fb|43eebd3566f54b2083a6cc64d6177202|489cd2409ab241d3a241a5638ddee214|ac6eb8be0d84449a8d926b147a9fe276|467e768e888047cfb4bbb030d2aa81d4
14aba88913dd484b80f9f95db3c6676a,422,0.0,99,372232,134.4702068236715,1,True,0.43944746,0.6039765,113b5d350d5e4d40b099be5884f5ffdf,5ab52bb6a33e4c45a8e4b21060110a8d|317b319c62354cc88407d820846070ac|ef17e893a9fd47a1b43ca7dd03b92490|2c33cc0e7f7c4e9ab6f41113da171e95|52f00a62345f4958949b739382687f91
